PROPERTY_ID,PROPERTY_TYPE,SQUARE_FOOTAGE,BEDROOMS,BATHROOMS,PROPERTY_AGE,LOT_SIZE,LATITUDE,LONGITUDE,TAX_2024,TOTAL_VALUE_2023
"807-Montrose-Ct,-Chesapeake,-VA-23320",Single Family,1080.0,2.0,1.5,38,2352.0,36.750029,-76.267956,3739.0,192400.0
"648-Berne-St-SE,-Atlanta,-GA-30312",Single Family,1679.0,4.0,3.0,106,7884.0,33.737062,-84.366056,3739.0,269080.0
"830-Bella-Viana-Rd,-Kissimmee,-FL-34759",Single Family,1673.0,2.0,2.0,19,7314.0,28.122466,-81.501191,4125.0,149390.0
"2434-24th-Ave,-San-Francisco,-CA-94116",Single Family,2183.0,4.0,2.0,102,2996.0,37.742144,-122.480679,6299.0,468016.0
"4935-5th-St-S,-Saint-Petersburg,-FL-33705",Single Family,1069.0,3.0,1.0,74,8969.0,27.723292,-82.639476,612.0,149390.0
"1145-Sparkleberry-Ct,-Auburn,-GA-30011",Single Family,3074.0,5.0,1.0,11,10890.0,34.020758,-83.885172,7541.0,204800.0
"1416-Hallwood-Rd,-Catonsville,-MD-21228",Single Family,1768.0,5.0,3.0,61,7150.0,39.29987,-76.749162,3739.0,303767.0
"1801-Milford-Way-SW,-Marietta,-GA-30008",Single Family,2654.0,4.0,2.5,38,16566.0,33.88173,-84.601222,3739.0,154116.0
"207-N-Palm-Ave,-Hemet,-CA-92543",Single Family,860.0,3.0,1.0,115,9147.0,33.749559,-116.980608,2503.0,16846.0
"3017-7th-Ave-E,-Hibbing,-MN-55746",Single Family,1328.0,2.0,1.0,101,8276.0,47.414668,-92.934081,906.0,60500.0
"20203-Larita-Dr-E,-Bonney-Lake,-WA-98391",Single Family,1380.0,3.0,2.0,31,9052.0,47.161171,-122.159567,4159.0,396700.0
"21784-Goose-Cross-Ter,-Ashburn,-VA-20147",Single Family,1870.0,3.0,3.0,25,1742.0,39.013758,-77.489345,4967.0,522840.0
"2495-Canabury-Dr,-Apt-230,-Saint-Paul,-MN-55117",Condo,1173.0,2.0,1.0,54,1307.0,45.01573,-93.091741,1538.0,139800.0
"96-Wilson-Ave,-Medford,-NY-11763",Single Family,1696.0,3.0,2.0,32,33541.0,40.863462,-72.97538,3739.0,2520.0
"1197-Egret-Rd,-Homestead,-FL-33035",Single Family,1246.0,2.0,2.0,47,7304.0,25.459194,-80.457979,1764.0,87802.0
"468-Elm-Crest-Pl,-Henderson,-NV-89012",Single Family,1121.0,2.0,2.0,28,2614.0,36.011401,-115.067549,3739.0,72553.0
"800-Hillside-Dr,-Gainesville,-GA-30501",Single Family,1423.0,3.0,2.0,48,56236.0,34.306702,-83.840182,3739.0,131120.0
"1959-Viento-Verano-Dr,-Diamond-Bar,-CA-91765",Single Family,2576.0,6.0,4.0,50,10232.0,33.985786,-117.837712,16141.0,973455.0
"1959-Viento-Verano-Dr,-Diamond-Bar,-CA-91765",Single Family,2576.0,6.0,4.0,50,10232.0,33.985786,-117.837712,16141.0,973455.0
"2160-Palmer-Pl,-Tustin,-CA-92782",Single Family,4314.0,4.0,4.5,29,8260.0,33.744732,-117.789362,14585.0,1373886.0
"2043-Lakeshore-Dr-N,-Fleming-Island,-FL-32003",Single Family,3713.0,4.0,4.0,4,25000.0,30.120587,-81.73963,16072.0,149390.0
"15720-Pitts-Ave,-Paramount,-CA-90723",Single Family,1200.0,3.0,2.0,70,5675.0,33.890503,-118.144634,9901.0,149390.0
"104-S-6th-St,-Lamar,-CO-81052",Single Family,1552.0,3.0,1.0,123,8494.0,38.088642,-102.622311,73.0,149390.0
"1721-Se-17th-Ave,-Homestead,-FL-33035",Single Family,2122.0,4.0,2.0,22,6028.0,25.454545,-80.450027,8315.0,407523.0
"225-Princeton-Rd,-Linden,-NJ-07036",Single Family,1427.0,3.0,2.0,78,5998.0,40.637054,-74.271783,3739.0,177500.0
"2012-S-Main-St,-Winston-Salem,-NC-27127",Single Family,2932.0,4.0,3.5,122,11761.0,36.072255,-80.239783,5001.0,356500.0
"3055-Herscu-Way,-Lithonia,-GA-30038",Single Family,1904.0,3.0,2.5,39,19166.0,33.694008,-84.166833,3418.0,97200.0
"1655-Apple-Cart-Cir,-Las-Vegas,-NV-89142",Single Family,2368.0,4.0,3.0,28,5227.0,36.15329,-115.037791,3739.0,149390.0
"12052-Uleta-Ln,-Orlando,-FL-32827",Single Family,3442.0,4.0,3.0,11,7359.0,28.386596,-81.272314,10941.0,552998.0
"7413-Fruitdale-Way,-Sacramento,-CA-95829",Single Family,1876.0,3.0,2.0,12,4725.0,38.488398,-121.338338,7405.0,396006.0
"8241-Woodcreek-Dr,-Florence,-KY-41042",Single Family,3090.0,4.0,3.0,37,36155.0,38.980032,-84.686254,3210.0,149390.0
"6-Demars-St,-Maynard,-MA-01754",Single Family,780.0,2.0,1.0,98,5358.0,42.42914,-71.443382,7200.0,149390.0
"179-Fowler-Ln,-Clyde,-NC-28721",Single Family,2094.0,3.0,2.0,27,87773.0,35.524115,-82.906483,3739.0,149390.0
"2742-W-Main-St,-Tampa,-FL-33607",Single Family,1440.0,2.0,1.0,82,4746.0,27.956999,-82.488788,3919.0,214343.0
"2923-Foxtail-Bnd,-Ocoee,-FL-34761",Single Family,2649.0,4.0,3.0,7,10555.0,28.608563,-81.522059,6164.0,369971.0
"26961-Ross-St,-Inkster,-MI-48141",Single Family,990.0,3.0,1.0,76,5227.0,42.281661,-83.304055,3739.0,22900.0
"2612-E-Lemon-St,-Tempe,-AZ-85288",Single Family,1176.0,3.0,2.0,50,1568.0,33.417497,-111.882559,638.0,149390.0
"2401-Gilbert-Ln,-South-Saint-Paul,-MN-55075",Single Family,1802.0,4.0,2.0,71,15682.0,44.890999,-93.064077,3739.0,149390.0
"7604-Trotters-Chase-Ln,-Fort-Wayne,-IN-46815",Condo,1285.0,2.0,2.0,24,5900.0,41.118574,-85.043873,3739.0,184100.0
"3504-Shagbark-Dr,-Greensboro,-NC-27406",Single Family,1404.0,3.0,2.0,57,12197.0,36.02197,-79.813811,1608.0,114600.0
"1003-Cyril-Dr,-Spring-Hill,-TN-37174",Single Family,1678.0,3.0,2.0,6,10000.0,35.70832,-86.889173,1971.0,74400.0
"4263-10th-St,-Riverside,-CA-92501",Single Family,2216.0,5.0,5.0,124,8276.0,33.9831,-117.382177,1848.0,166503.0
"42-Richards-Rd,-Port-Washington,-NY-11050",Single Family,2970.0,3.0,3.5,93,11879.0,40.821898,-73.699176,11249.0,1547.0
"47-Elizabeth-St,-South-Bound-Brook,-NJ-08880",Single Family,976.0,3.0,1.0,66,6000.0,40.55569,-74.52978,3739.0,201000.0
"9540-Grandmont-Ave,-Detroit,-MI-48227",Single Family,1425.0,3.0,1.0,88,4356.0,42.365869,-83.208949,3739.0,26800.0
"45707-W-Guilder-Ave,-Maricopa,-AZ-85139",Single Family,3272.0,4.0,1.5,20,5175.0,33.047766,-112.058842,3387.0,29842.0
"13-Edna-St,-Lexington,-NC-27292",Single Family,1024.0,3.0,1.0,76,11550.0,35.793493,-80.264753,573.0,44110.0
"1700-First-Colonial-Ct,-Henrico,-VA-23231",Single Family,2128.0,4.0,2.5,24,12064.0,37.468185,-77.390742,2921.0,328800.0
"5341-E-Kathleen-Rd,-Scottsdale,-AZ-85254",Single Family,1919.0,3.0,3.0,43,12577.0,33.629858,-111.965128,3361.0,53250.0
"1454-Dunlap-St-NW,-Grand-Rapids,-MI-49504",Single Family,674.0,2.0,1.0,105,4040.0,42.996591,-85.70513,3739.0,56100.0
"525-Elwell-Ave,-West-Mifflin,-PA-15122",Single Family,1200.0,3.0,1.0,71,6000.0,40.366327,-79.926359,2319.0,149390.0
"221-Shady-Grove-Dr,-Nashville,-TN-37214",Unknown,1584.0,3.0,2.0,46,8276.0,36.171229,-86.673209,3739.0,149390.0
"3008-Parkway-Blvd,-Apt-207,-Kissimmee,-FL-34747",Condo,937.0,2.0,2.0,36,261.0,28.338136,-81.535406,2630.0,161600.0
"1608-Mount-Vernon-St,-Philadelphia,-PA-19130",Single Family,2400.0,6.0,2.0,111,1340.0,39.964756,-75.164679,7100.0,149390.0
"336-Shepard-Rd,-Orlando,-FL-32833",Single Family,1104.0,3.0,1.0,43,13495.0,28.553007,-81.124833,1364.0,102970.0
"200-Woodcrest-Ln,-Apt-229,-Mount-Kisco,-NY-10549",Condo,1115.0,2.0,2.0,46,386.0,41.198599,-73.720864,3739.0,30500.0
"11046-Quercia-Cir,-Fountain,-CO-80817",Single Family,2373.0,3.0,3.0,7,4222.0,38.672749,-104.690729,3997.0,32890.0
"15802-S-26th-Pl,-Phoenix,-AZ-85048",Single Family,2913.0,3.0,4.0,37,10563.0,33.304161,-112.028514,4184.0,53450.0
"11808-Dorothy-St,-Apt-302,-Los-Angeles,-CA-90049",Condo,3518.0,3.0,3.0,43,23580.0,34.05156,-118.466708,14795.0,149390.0
"11123-Deerwood-Cir,-Macclenny,-FL-32063",Manufactured,728.0,3.0,1.0,33,21981.0,30.291765,-82.116226,361.0,53566.0
"335-Frost-Dr,-Williams-Bay,-WI-53191",Single Family,2532.0,4.0,2.5,65,21432.0,42.575864,-88.554533,4150.0,149390.0
"405-S-164th-St,-Burien,-WA-98148",Single Family,2080.0,4.0,2.5,70,10853.0,47.455759,-122.328435,6707.0,149390.0
"171-Coffeeberry-Dr,-San-Jose,-CA-95123",Single Family,2595.0,5.0,3.0,27,5264.0,37.23941,-121.806122,11111.0,761526.0
"1323-Willow-Tree-Dr,-Woodstock,-GA-30188",Single Family,2134.0,4.0,2.5,37,19586.0,34.098832,-84.434249,843.0,155652.0
"7505-Ne-Glenwood-Dr,-Vancouver,-WA-98662",Single Family,1848.0,3.0,2.0,44,11188.0,45.676727,-122.580932,4380.0,452631.0
"112-Dragging-Canoe,-Woodstock,-GA-30189",Single Family,2111.0,4.0,2.5,30,8276.0,34.113926,-84.535513,3952.0,166544.0
"8085-Oak-Ave,-Citrus-Heights,-CA-95610",Unknown,1584.0,3.0,2.0,46,8276.0,38.700826,-121.263234,3739.0,149390.0
"945-Ebb-Tide-Dr,-Colonial-Beach,-VA-22443",Single Family,1792.0,3.0,2.0,7,8276.0,38.199786,-76.958914,1557.0,229000.0
"99-John-St,-Apt-2304,-New-York,-NY-10038",Condo,683.0,1.0,1.0,23,8276.0,40.70813,-74.006218,3739.0,130598.0
"1820-Carolina-Ave,-Wilmington,-NC-28403",Single Family,1198.0,2.0,2.0,96,5009.0,34.233688,-77.925177,2042.0,234700.0
"8622-Stone-Hill-Ln,-Laurel,-MD-20724",Single Family,1840.0,3.0,3.0,11,1848.0,39.109019,-76.821332,3739.0,404367.0
"939-Lydia-Pl,-Baldwin,-NY-11510",Single Family,2131.0,3.0,2.5,68,6000.0,40.630913,-73.603186,3924.0,509.0
"10900-Oak-Arbor-Ter,-Chester,-VA-23831",Single Family,3102.0,5.0,2.5,18,45302.0,37.367765,-77.484256,4176.0,429000.0
"9223-Bellbeck-Rd,-Parkville,-MD-21234",Single Family,1360.0,4.0,2.5,44,2312.0,39.414443,-76.533309,3739.0,212433.0
"225-14th-St,-Apt-201,-Brooklyn,-NY-11215",Single Family,1335.0,3.0,2.0,9,6000.0,40.666763,-73.98951,21985.0,237956.0
"888-N-Quincy-St,-Unit-1209,-Arlington,-VA-22203",Condo,1022.0,2.0,2.0,18,8276.0,38.880797,-77.107649,6703.0,149390.0
"870-W-181st-St,-Apt-61,-New-York,-NY-10033",Apartment,1584.0,3.0,2.0,46,8276.0,40.851685,-73.941827,3739.0,149390.0
"10142-Flallon-Ave,-Santa-Fe-Springs,-CA-90670",Single Family,1035.0,3.0,1.0,75,4986.0,33.94571,-118.085154,3813.0,250852.0
"1731-W-Flamingo-Dr,-Chandler,-AZ-85286",Single Family,2314.0,4.0,4.0,14,4260.0,33.275084,-111.871832,2438.0,43910.0
"2736-36-1-2-3rd-Ave,-Huntington,-WV-25702",Single Family,486.0,1.0,1.5,117,18513.0,38.428769,-82.377252,429.0,149390.0
"1031-Rachel-Ln,-Paso-Robles,-CA-93446",Single Family,1743.0,3.0,2.0,42,6970.0,35.61873,-120.666831,4781.0,149390.0
"16176-Eagle-Rock-Rd,-Hidden-Valley-Lake,-CA-95467",Single Family,1934.0,3.0,3.0,21,12196.0,38.826355,-122.56483,3739.0,149390.0
"13599-Perdido-Key-Dr,-Apt-T1C,-Pensacola,-FL-32507",Condo,1695.0,3.0,3.0,26,20343.0,30.297058,-87.428057,9338.0,636042.0
"908-Sunnyfield-Way,-Henderson,-NV-89015",Single Family,1334.0,3.0,2.0,32,6098.0,36.037302,-114.953482,3739.0,76804.0
"3615-Kailey-Ct,-Grove-City,-OH-43123",Single Family,3136.0,4.0,2.5,21,10759.0,39.869867,-83.100127,3739.0,151830.0
"1656-Broadway-St,-Vallejo,-CA-94590",Single Family,828.0,2.0,1.0,106,13503.0,38.126093,-122.25018,3739.0,151688.0
"16703-E-Benwood-St,-Covina,-CA-91722",Single Family,964.0,3.0,1.0,72,6142.0,34.09774,-117.920895,7812.0,60971.0
"2824-Jones-Ave,-Nashville,-TN-37207",Single Family,1254.0,3.0,2.0,72,9583.0,36.218613,-86.755957,2777.0,85350.0
"8523-Lockerbie-Ln,-Charlotte,-NC-28215",Single Family,1257.0,3.0,2.0,34,6377.0,35.252366,-80.670957,3739.0,293500.0
"140-Fort-Pleasant-Ave,-Springfield,-MA-01108",Multi-Family,3841.0,8.0,2.5,123,7797.0,42.086789,-72.57555,2910.0,149390.0
"15-Bristol-Cir,-Salinas,-CA-93906",Single Family,1659.0,3.0,2.0,32,9134.0,36.703805,-121.608146,5058.0,309424.0
"163-Panther-Ct,-Hoschton,-GA-30548",Single Family,2256.0,4.0,2.0,31,20473.0,34.096226,-83.771609,2819.0,149390.0
"2006-Partridge-Way,-Richmond,-KY-40475",Single Family,1586.0,4.0,2.0,4,13765.0,37.753706,-84.272228,3739.0,149390.0
"7058-Wortser-Ave,-North-Hollywood,-CA-91605",Single Family,1518.0,3.0,2.0,71,7738.0,34.199254,-118.416691,9591.0,755257.0
"1113-E-State-Ave,-Phoenix,-AZ-85020",Single Family,1360.0,2.0,2.0,9,7741.0,33.543838,-112.057563,3281.0,48300.0
"22589-El-Centro-Rd,-Apple-Valley,-CA-92307",Single Family,1200.0,3.0,2.0,41,21590.0,34.552198,-117.171007,3739.0,301920.0
"2240-Scudder-St,-Saint-Paul,-MN-55108",Multi-Family,1131.0,3.0,2.0,115,8102.0,44.976234,-93.193161,7178.0,149390.0
"32901-4th-Ln-S,-Federal-Way,-WA-98003",Single Family,1390.0,2.0,2.5,39,1302.0,47.308091,-122.329244,4129.0,401000.0
"2035-Meadow-Glen-Ct,-Chesnee,-SC-29323",Single Family,1766.0,3.0,2.0,2,25265.0,35.123157951,-81.90484463,3739.0,149390.0
"22741-Nadine-Cir,-Unit-B,-Torrance,-CA-90505",Condo,950.0,2.0,1.5,63,485028.0,33.821809,-118.343714,3685.0,305268.0
"383-Princess-Cir,-Versailles,-KY-40383",Single Family,1274.0,3.0,1.5,46,8276.0,38.070383,-84.731291,1317.0,149390.0
"10-Woolridge-Way,-Greer,-SC-29650",Single Family,1522.0,3.0,2.0,28,1538.0,34.909632,-82.260332,1187.0,6270.0
"400-Toronto-Cir,-Hampton,-GA-30228",Single Family,2367.0,5.0,3.0,5,1015.0,33.431482,-84.378521,941.0,140160.0
"1430-Northrim-Ct,-Unit-10,-San-Diego,-CA-92111",Condo,1092.0,2.0,2.0,46,191490.0,32.770812,-117.176058,5860.0,470082.0
"1101-Palean-St,-Keokuk,-IA-52632",Single Family,1288.0,3.0,1.0,18,7000.0,40.397002,-91.394312,3739.0,92230.0
"2000-Bob-Jessup-Dr,-Greensboro,-NC-27455",Single Family,3819.0,4.0,3.0,4,30492.0,36.230751,-79.808285,3739.0,740100.0
"1168-Dahnovan-Dr,-North-Liberty,-IA-52317",Townhouse,1868.0,3.0,3.5,4,8276.0,41.736012,-91.576881,3739.0,273000.0
"2526-S-Galvez-St,-New-Orleans,-LA-70125",Land,1584.0,3.0,2.0,46,3000.0,29.947274,-90.095424,322.0,1500.0
"1204-7th-St,-Umatilla,-OR-97882",Unknown,1584.0,3.0,2.0,46,8276.0,45.917267,-119.338906,3739.0,149390.0
"12108-Riverhills-Dr,-Temple-Terrace,-FL-33617",Single Family,2203.0,4.0,2.0,21,8712.0,28.056216,-82.377777,3097.0,198626.0
"530-Winnetka-Ave,-Winnetka,-IL-60093",Unknown,1584.0,3.0,2.0,46,8276.0,42.093337,-87.724528,3739.0,149390.0
"452-Clarence-Dr,-Nicholasville,-KY-40356",Manufactured,672.0,3.0,2.0,46,8276.0,37.927207,-84.477187,300.0,149390.0
"4928-Pounding-Surf-Ave,-Las-Vegas,-NV-89131",Single Family,1806.0,3.0,2.0,25,5227.0,36.297565,-115.209756,3739.0,103287.0
"1814-Greenway,-Yakima,-WA-98902",Multi-Family,1632.0,4.0,2.0,41,17424.0,46.580145,-120.534368,3739.0,149390.0
"3363-Morelyn-Crest-Cir,-Orlando,-FL-32828",Single Family,2881.0,5.0,3.0,23,6960.0,28.509938,-81.141086,3457.0,223927.0
"854-N-25th-St,-Philadelphia,-PA-19130",Multi-Family,2046.0,5.0,3.0,106,1120.0,39.971501,-75.177963,3739.0,488500.0
"18717-Big-Cedar-Way,-Edmond,-OK-73012",Single Family,2115.0,3.0,2.0,5,6839.0,35.661281,-97.578219,5271.0,38288.0
"384-Tumbleweed-Trl,-Jacksonville,-OR-97530",Single Family,160.0,2.0,2.0,50,274864.0,42.226976,-123.036957,4482.0,353250.0
"2604-Dade-Ct,-Cocoa,-FL-32922",Single Family,1056.0,3.0,2.0,68,6970.0,28.394676,-80.747444,2376.0,149390.0
"123-E-Shore-Trl,-Sparta,-NJ-07871",Single Family,952.0,3.0,2.0,75,5702.0,41.021929,-74.645962,3739.0,189300.0
"4755-N-Bonanza-Dr,-Casa-Grande,-AZ-85194",Single Family,875.0,3.0,2.0,51,6534.0,32.922627,-111.540081,331.0,149390.0
"1318-Catherine-St,-Williamsport,-PA-17701",Single Family,804.0,1.0,1.0,77,5663.0,41.254055,-76.982487,1522.0,149390.0
"13920-Sw-Far-Vista-Dr,-Beaverton,-OR-97005",Single Family,1105.0,3.0,1.0,74,13068.0,45.509252,-122.820319,3862.0,199610.0
"704-Timber-Ln,-Collinsville,-CT-06019",Condo,1200.0,2.0,2.5,54,8276.0,41.825194,-72.922685,5099.0,149390.0
"2179-Brown-Rd,-Lakewood,-OH-44107",Multi-Family,2446.0,6.0,2.0,101,5760.0,41.47206,-81.791733,3739.0,73510.0
"5304-Owens-Ln,-White-House,-TN-37188",Single Family,2155.0,4.0,2.5,5,8276.0,36.484075,-86.701632,3739.0,96125.0
"61-Cobblestone-Ln,-Worcester,-MA-01606",Condo,1456.0,2.0,2.5,7,8276.0,42.31518,-71.777144,5207.0,149390.0
"27162-Barwick-Dr,-Salisbury,-MD-21801",Single Family,2384.0,3.0,3.5,39,56192.0,38.373944,-75.672226,3739.0,270000.0
"9900-Ulmerton-Rd,-Lot-26,-Largo,-FL-33771",Manufactured,864.0,3.0,2.0,58,695475.0,27.894469,-82.77495,1902.0,149390.0
"7929-Titan-Dr,-Antelope,-CA-95843",Single Family,1408.0,3.0,2.5,4,4356.0,38.711112,-121.348487,7706.0,348924.0
"5159-Bedford-Rd,-Jacksonville,-FL-32207",Single Family,2336.0,3.0,2.0,36,15531.0,30.286566,-81.613928,3351.0,208873.0
"505-Scenic-Dr,-Clinton,-TN-37716",Single Family,2436.0,3.0,1.5,66,14375.0,36.106954,-84.138847,3739.0,37725.0
"418-Timberlake-Rd,-Upper-Darby,-PA-19082",Single Family,864.0,3.0,1.0,98,858.0,39.953091,-75.258727,3739.0,149390.0
"5874-Cassandra-Ct,-West-Palm-Beach,-FL-33415",Single Family,1404.0,3.0,2.0,41,3851.0,26.66226,-80.135929,2535.0,158261.0
"960-Crafton-Creek-Dr,-Lewisville,-NC-27023",Single Family,1543.0,3.0,2.0,21,8276.0,36.08514,-80.398829,2424.0,245200.0
"1262-Old-Newport-Hwy,-Sevierville,-TN-37862",Single Family,912.0,3.0,2.0,39,4356000.0,35.868156,-83.526242,3739.0,149390.0
"6-Crest-Knoll-Rd,-Asheville,-NC-28806",Single Family,1456.0,3.0,1.0,73,74923.0,35.549804,-82.522731,1002.0,149390.0
"13836-Los-Coches-Rd-E,-El-Cajon,-CA-92021",Single Family,1274.0,3.0,2.0,58,8700.0,32.836339,-116.894787,9982.0,149390.0
"5712-Baltimore-Dr,-Unit-482,-La-Mesa,-CA-91942",Condo,621.0,1.0,1.0,50,167330.0,32.785711,-117.035446,3795.0,317320.0
"437-Waverly-Woods-Dr,-Harrisburg,-PA-17110",Condo,1082.0,2.0,2.0,20,5227.0,40.339732,-76.854131,3739.0,149390.0
"4180-N-Gregorio-Cir,-Tucson,-AZ-85705",Manufactured,782.0,3.0,2.0,35,7667.0,32.283201,-111.008031,1062.0,7039.0
"1129-Moonlight-Way,-Royal-Palm-Beach,-FL-33411",Single Family,1060.0,3.0,2.0,43,7784.0,26.693167,-80.213527,1431.0,110999.0
"816-W-Aeroplane-Blvd,-Big-Bear-City,-CA-92314",Single Family,896.0,2.0,1.0,54,2500.0,34.260905,-116.860074,3119.0,181203.0
"2755-Abby-Brk,-Douglasville,-GA-30135",Single Family,2903.0,3.0,2.0,25,24647.0,33.702657,-84.664281,2048.0,77400.0
"1959-Viento-Verano-Dr,-Diamond-Bar,-CA-91765",Single Family,2576.0,6.0,4.0,50,10232.0,33.985786,-117.837712,16141.0,973455.0
"17878-N-Bay-Rd,-Apt-207,-Sunny-Isles-Beach,-FL-33160",Condo,1217.0,2.0,2.0,44,8276.0,25.942309,-80.125287,3724.0,258610.0
"7072-N-37th-St,-Milwaukee,-WI-53209",Single Family,1301.0,3.0,1.5,62,6360.0,43.146486,-87.957012,3739.0,147200.0
"1968-Creamery-Ct,-Alburtis,-PA-18011",Single Family,2445.0,4.0,2.5,21,18056.0,40.530066,-75.609777,6622.0,268100.0
"239-W-Olive-St,-Apt-4,-Inglewood,-CA-90301",Condo,1477.0,3.0,3.0,37,8095.0,33.960366,-118.359056,7940.0,603431.0
"7300-Williamsburg-Dr,-Riverdale,-GA-30274",Single Family,1320.0,3.0,2.0,27,8276.0,33.555652,-84.405294,1313.0,77640.0
"302-Main-St,-Dover,-DE-19901",Single Family,1968.0,5.0,2.0,166,10019.0,39.24052,-75.513431,3739.0,13700.0
"23323-Leonora-Dr,-Woodland-Hills,-CA-91367",Single Family,2593.0,5.0,4.0,73,17657.0,34.161607,-118.63515,7081.0,540864.0
"1004-N-2nd-St,-Mc-Gehee,-AR-71654",Single Family,2016.0,3.0,12.5,46,8500.0,33.636628,-91.401432,1267.0,23960.0
"9985-Amsden-Way,-Eden-Prairie,-MN-55347",Single Family,1982.0,4.0,4.0,48,9583.0,44.831665,-93.40363,3739.0,471600.0
"14507-Zenith-St,-Houston,-TX-77045",Single Family,1212.0,3.0,2.0,61,6098.0,29.616246,-95.424806,3739.0,179438.0
"62-Arthur-Pl,-Yonkers,-NY-10701",Single Family,1800.0,4.0,2.0,69,5227.0,40.958577,-73.8921,3739.0,10600.0
"1705-Beacon-St,-New-Smyrna-Beach,-FL-32169",Single Family,2277.0,3.0,3.0,58,14178.0,29.056144,-80.906611,3739.0,729045.0
"4447-Lugo-Ave,-Chino-Hills,-CA-91709",Single Family,864.0,2.0,1.0,80,6250.0,33.970086,-117.707927,5142.0,454108.0
"30336-Via,-Corona,-Laguna-Niguel,-CA-92677",Condo,1846.0,3.0,2.5,53,8276.0,33.522199,-117.71861,2948.0,291019.0
"12-Blacksmith-Cir,-Beaufort,-SC-29906",Single Family,1149.0,3.0,2.0,27,10890.0,32.460893,-80.780093,2619.0,8670.0
"6022-S-Loomis-Blvd,-Chicago,-IL-60636",Apartment,1680.0,4.0,2.0,136,3000.0,41.784287,-87.659836,3739.0,149390.0
"4813-Enoch-Dr,-Nashville,-TN-37211",Single Family,2338.0,4.0,3.0,25,7841.0,36.044492,-86.729358,2955.0,90800.0
"3-Imperial-Ln,-Ballston-Lake,-NY-12019",Single Family,2840.0,5.0,2.5,53,30492.0,42.909146,-73.942556,3739.0,216200.0
"9218-Camden-Ct,-Douglasville,-GA-30135",Single Family,4887.0,3.0,2.0,26,17364.0,33.730531,-84.721592,4005.0,191800.0
"4086-Friar-Tuck-Ln,-Melbourne,-FL-32935",Single Family,784.0,2.0,1.0,69,6970.0,28.173302,-80.657363,2002.0,149030.0
"1614-S-Grant-St,-San-Mateo,-CA-94402",Single Family,1180.0,3.0,1.0,79,4990.0,37.559234,-122.305289,12936.0,1001514.0
"8943-Sw-178th-Ter,-Palmetto-Bay,-FL-33157",Single Family,1856.0,3.0,1.0,54,8250.0,25.604671,-80.33721,6583.0,306265.0
"9119-Cypress-Keep-Ln,-Odessa,-FL-33556",Single Family,2819.0,4.0,3.0,26,10243.0,28.095484,-82.591345,3739.0,333796.0
"3512-Ne-9th-Ave,-Portland,-OR-97212",Single Family,1420.0,3.0,1.0,126,5000.0,45.548569,-122.65658,2878.0,104440.0
"2191-Birchdale-Dr,-Thousand-Oaks,-CA-91362",Single Family,1536.0,3.0,2.5,48,2178.0,34.20869,-118.841711,4889.0,410464.0
"26671-Via-Ln,-Jolla,-San-Juan-Capistrano,-CA-92675",Single Family,3514.0,4.0,3.5,14,8583.0,33.473638,-117.664583,15617.0,1261633.0
"3848-N-28th-St,-Milwaukee,-WI-53216",Single Family,1378.0,4.0,1.0,105,4375.0,43.087293,-87.947979,3739.0,39500.0
"808-Chenowith-St,-Umatilla,-OR-97882",Manufactured,1852.0,3.0,2.0,26,10570.0,45.920629,-119.298259,3739.0,149390.0
"20-Nw-78th-St,-Miami,-FL-33150",Single Family,710.0,2.0,1.0,100,3250.0,25.84614,-80.197311,3183.0,241964.0
"11817-Longworth-Ave,-Norwalk,-CA-90650",Single Family,1103.0,3.0,1.0,75,8158.0,33.925469,-118.091257,3345.0,230646.0
"800-W-1st-St,-Unit-9,-Newberg,-OR-97132",Condo,1317.0,3.0,2.5,19,950.0,45.300136,-122.986579,2983.0,181181.0
"125-Cottoneaster-Ln,-Alpharetta,-GA-30004",Single Family,3626.0,5.0,4.0,28,51009.0,34.108545,-84.278291,3739.0,375000.0
"2373-Bitterroot-Pl,-Highlands-Ranch,-CO-80129",Single Family,2857.0,4.0,3.0,26,6011.0,39.550416,-105.016843,3739.0,55200.0
"1126-4th-St,-Pleasant-Grove,-AL-35127",Single Family,1710.0,3.0,2.0,48,131551.0,33.500733,-86.990756,3739.0,17860.0
"6797-W-Tina-Ln,-Glendale,-AZ-85310",Single Family,1518.0,3.0,3.0,34,6900.0,33.683286,-112.206514,1754.0,33150.0
"3344-W-120th-St,-Cleveland,-OH-44111",Single Family,680.0,3.0,1.0,101,3300.0,41.461593,-81.772091,3739.0,19330.0
"5306-Sw-139th-Pl,-Miami,-FL-33175",Single Family,970.0,3.0,1.0,49,2461.0,25.715457,-80.418856,6047.0,305860.0
"239-Stefan-Dr,-Unit-2B,-Charleston,-SC-29412",Condo,1020.0,2.0,1.5,39,8276.0,32.758707,-79.98623,3739.0,149390.0
"2118-W-Yukon-Dr,-Phoenix,-AZ-85027",Single Family,1060.0,2.0,2.0,44,1641.0,33.670984,-112.105081,453.0,15510.0
"71-Kennedy-Blvd,-Elkton,-MD-21921",Single Family,1497.0,3.0,1.5,56,18687.0,39.654557,-75.847511,3739.0,217833.0
"2502-Country-Side-Dr,-Fleming-Island,-FL-32003",Single Family,2452.0,4.0,3.0,20,15225.0,30.084563,-81.732079,3178.0,243984.0
